datetime,open,high,low,close,ma200,price_vs_ma200,ma200_slope,body,upper_shadow,lower_shadow,hl_range,return_1,return_5,signal,d_ma200,d_price_vs_ma200,d_ma200_slope
2024-10-11 00:00:00,1.09339,1.09375,1.09277,1.09314,1.1085992500000001,-1.3944849773261296,-0.05489501677388516,-0.0002500000000000835,0.00035999999999991594,0.00036999999999998145,0.0009799999999999809,-0.0011330616422082773,-0.0007952395316312977,1,1.0875567251443863,0.5360022847397932,-0.004978275299606121
2024-10-11 04:00:00,1.09339,1.09371,1.09319,1.09351,1.10847575,-1.3501197477707565,-0.05492365823392405,0.00011999999999989797,0.00019999999999997797,0.00019999999999997797,0.0005199999999998539,0.00033847448634216626,-0.000594063025517344,1,1.0875567251443863,0.5360022847397932,-0.004978275299606121
2024-10-11 08:00:00,1.09339,1.09397,1.09274,1.093,1.10835805,-1.385657820593275,-0.0547447320594214,-0.0003900000000001125,0.0005800000000000249,0.00025999999999992696,0.0012300000000000644,-0.00046638805314991316,-0.0014617211766856375,1,1.0875567251443863,0.5360022847397932,-0.004978275299606121
2024-10-11 12:00:00,1.09339,1.09412,1.09294,1.09368,1.1082413,-1.313910607734976,-0.0545386800990231,0.00028999999999990145,0.00043999999999999595,0.00045000000000006146,0.0011799999999999589,0.0006221408966149422,-0.0008404896765942249,1,1.0875567251443863,0.5360022847397932,-0.004978275299606121
2024-10-11 16:00:00,1.09339,1.09446,1.09274,1.09382,1.108131,-1.2914538082591285,-0.05357955969337245,0.00042999999999993044,0.0006399999999999739,0.0006500000000000394,0.0017199999999999438,0.0001280081925243426,-0.0005117052577714443,1,1.0875567251443863,0.5360022847397932,-0.004978275299606121
2024-10-11 20:00:00,1.09339,1.09389,1.09274,1.09305,1.1080177,-1.3508538717386842,-0.05245809069419384,-0.00034000000000000696,0.0004999999999999449,0.00031000000000003247,0.0011499999999999844,-0.0007039549468833561,-8.233163181292635e-05,1,1.0875567251443863,0.5360022847397932,-0.004978275299606121
2024-10-14 00:00:00,1.09254,1.09397,1.09157,1.09318,1.1078991999999999,-1.328568519590936,-0.05201286541452261,0.0006399999999999739,0.0007900000000000684,0.0009700000000001374,0.0024000000000001798,0.00011893326014367211,-0.00030178050497930986,1,1.0875482970476151,0.45880280618963776,-0.0020160688624113535
2024-10-14 04:00:00,1.09254,1.09397,1.09149,1.09323,1.10778105,-1.3135312253265319,-0.05205898942133813,0.0006899999999998574,0.000740000000000185,0.0010499999999999954,0.0024800000000000377,4.5738121809746346e-05,0.00021043000914899856,0,1.0875482970476151,0.45880280618963776,-0.0020160688624113535
2024-10-14 08:00:00,1.09254,1.09397,1.09146,1.09326,1.10765545,-1.2996324804793844,-0.05286303623588102,0.0007199999999998319,0.0007100000000002105,0.0010799999999999699,0.0025100000000000122,2.7441617957757458e-05,-0.00038402457757302777,0,1.0875482970476151,0.45880280618963776,-0.0020160688624113535
2024-10-14 12:00:00,1.09254,1.0936,1.0919,1.09296,1.1075291,-1.315459792433455,-0.054316682774864435,0.0004199999999998649,0.0006399999999999739,0.0006399999999999739,0.0016999999999998128,-0.0002744086493605691,-0.0007862353952204915,0,1.0875482970476151,0.45880280618963776,-0.0020160688624113535
2024-10-14 16:00:00,1.09254,1.09308,1.09163,1.09217,1.1074048,-1.3757209649082245,-0.0553150008343654,-0.00036999999999998145,0.0005399999999999849,0.0005399999999999849,0.0014499999999999513,-0.0007228077880250261,-0.0008050866840492166,1,1.0875482970476151,0.45880280618963776,-0.0020160688624113535
2024-10-14 20:00:00,1.09254,1.09369,1.09061,1.09177,1.10727675,-1.4004403144923006,-0.05618290905885934,-0.0007700000000001594,0.0011499999999999844,0.0011599999999998278,0.0030799999999999716,-0.0003662433503943685,-0.0012898150350355575,1,1.0875482970476151,0.45880280618963776,-0.0020160688624113535
2024-10-15 00:00:00,1.09092,1.09182,1.08935,1.09029,1.1071412,-1.522046149127145,-0.05775960872412444,-0.0006299999999999084,0.0009000000000001229,0.0009399999999999409,0.0024699999999999722,-0.0013555968747995806,-0.0026892785598637836,1,1.0875270307064056,0.31171276039163615,-0.0010750376823026946
2024-10-15 04:00:00,1.09092,1.09182,1.09007,1.09148,1.1070129,-1.403136313949003,-0.05800991635079478,0.000560000000000116,0.00034000000000000696,0.0008499999999997954,0.0017499999999999183,0.001091452732759235,-0.0016281579862063023,0,1.0875270307064056,0.31171276039163615,-0.0010750376823026946
2024-10-15 08:00:00,1.09092,1.09182,1.08926,1.09025,1.1068992500000001,-1.504134183847371,-0.056869837550989115,-0.0006699999999999484,0.0009000000000001229,0.0009900000000000464,0.0025600000000001177,-0.0011269102503024264,-0.0024795051968965476,0,1.0875270307064056,0.31171276039163615,-0.0010750376823026946
2024-10-15 12:00:00,1.09092,1.09182,1.0898,1.09166,1.1067921,-1.3672034702813636,-0.055327555018726805,0.000740000000000185,0.00015999999999993797,0.0011199999999997878,0.0020199999999999108,0.001293281357486853,-0.00046696027175252564,0,1.0875270307064056,0.31171276039163615,-0.0010750376823026946
2024-10-15 16:00:00,1.09092,1.09165,1.09047,1.09121,1.10668565,-1.3983781211945734,-0.05338322149363892,0.0002900000000001235,0.00043999999999999595,0.0004499999999998394,0.0011799999999999589,-0.0004122162578092947,-0.0005129285472214029,0,1.0875270307064056,0.31171276039163615,-0.0010750376823026946
2024-10-15 20:00:00,1.09092,1.09179,1.0904,1.09126,1.1065791999999999,-1.3843744758621868,-0.050761366300899426,0.00034000000000000696,0.0005300000000001415,0.0005199999999998539,0.0013900000000000023,4.582069445824288e-05,0.0008896715552741963,0,1.0875270307064056,0.31171276039163615,-0.0010750376823026946
2024-10-16 00:00:00,1.08841,1.08854,1.08834,1.08846,1.1064613499999998,-1.6269298516391746,-0.049823267642154695,4.999999999988347e-05,8.000000000008001e-05,7.00000000000145e-05,0.00019999999999997797,-0.002565841321041651,-0.002766885330010682,1,1.0875028759241103,0.08356877950726092,-0.004858557299009123
2024-10-16 04:00:00,1.08841,1.08863,1.08828,1.0885,1.10634275,-1.6127687373555817,-0.050275578378074684,8.999999999992347e-05,0.00012999999999996348,0.00013000000000018552,0.0003500000000000725,3.674916855000987e-05,-0.0016051364365969878,0,1.0875028759241103,0.08356877950726092,-0.004858557299009123
2024-10-16 08:00:00,1.08841,1.08851,1.08835,1.08845,1.10624375,-1.6084836637495177,-0.049544083301650436,3.999999999981796e-05,6.000000000017103e-05,6.000000000017103e-05,0.00016000000000016001,-4.593477262293533e-05,-0.0029404759723724583,0,1.0875028759241103,0.08356877950726092,-0.004858557299009123
2024-10-16 12:00:00,1.08841,1.09008,1.08741,1.08908,1.1061499,-1.5431814440339289,-0.04841031416645341,0.0006699999999999484,0.0009999999999998899,0.001000000000000112,0.00266999999999995,0.0005788047223116433,-0.00195196158392974,0,1.0875028759241103,0.08356877950726092,-0.004858557299009123
2024-10-16 16:00:00,1.08841,1.08955,1.08681,1.08765,1.1060461000000001,-1.6632308544824792,-0.04817549435230041,-0.0007600000000000939,0.0011399999999999189,0.0008399999999999519,0.0027399999999999647,-0.0013130348551071425,-0.0033081025603429737,1,1.0875028759241103,0.08356877950726092,-0.004858557299009123
2024-10-16 20:00:00,1.08841,1.09016,1.08731,1.08914,1.10595355,-1.5202763262525767,-0.04589405676030494,0.0007299999999998974,0.0010200000000000209,0.001100000000000101,0.002850000000000019,0.0013699259872201885,0.000624735865351056,0,1.0875028759241103,0.08356877950726092,-0.004858557299009123
2024-10-17 00:00:00,1.08625,1.08699,1.08546,1.08678,1.1058492,-1.7243942483296908,-0.04461094900292561,0.0005300000000001415,0.00020999999999982144,0.0007899999999998464,0.0015299999999998093,-0.0021668472372696757,-0.0015801561782268214,1,1.087446545958519,-0.11020188113185198,-0.010752707878505055
2024-10-17 04:00:00,1.08625,1.08699,1.08457,1.08558,1.1057348500000002,-1.8227561517121547,-0.046002519788230424,-0.0006699999999999484,0.0007399999999999629,0.0010099999999999554,0.0024199999999998667,-0.001104179318721421,-0.002636777068308116,0,1.087446545958519,-0.11020188113185198,-0.010752707878505055
2024-10-17 08:00:00,1.08625,1.08674,1.08596,1.08644,1.10564245,-1.7367685186110458,-0.045875337510762774,0.0001900000000001345,0.00029999999999996696,0.00028999999999990145,0.0007800000000000029,0.0007922032461911144,-0.002424064347889887,0,1.087446545958519,-0.11020188113185198,-0.010752707878505055
2024-10-17 12:00:00,1.08625,1.08643,1.08614,1.08632,1.1055553500000002,-1.739881228018136,-0.044369759994631705,7.00000000000145e-05,0.0001100000000000545,0.00010999999999983245,0.00028999999999990145,-0.00011045248702190591,-0.0012228198409415247,0,1.087446545958519,-0.11020188113185198,-0.010752707878505055
2024-10-17 16:00:00,1.08625,1.08655,1.08575,1.08605,1.10546045,-1.755870144427155,-0.04458595932893502,-0.00019999999999997797,0.00029999999999996696,0.00029999999999996696,0.0007999999999999119,-0.000248545548273027,-0.002837100831849071,0,1.087446545958519,-0.11020188113185198,-0.010752707878505055
2024-10-17 20:00:00,1.08625,1.08699,1.08518,1.08696,1.10537165,-1.6656524527293608,-0.04318400736737421,0.0007099999999999884,2.999999999997449e-05,0.0010699999999999044,0.0018099999999998673,0.0008378988076054306,0.00016562689780807993,0,1.087446545958519,-0.11020188113185198,-0.010752707878505055
2024-10-18 00:00:00,1.08295,1.08309,1.08283,1.08286,1.1052629999999999,-2.0269383848007174,-0.04267297896962127,-9.000000000014552e-05,0.000140000000000029,2.999999999997449e-05,0.000260000000000149,-0.0037719879296386205,-0.002505573057720367,1,1.0873704928159713,-0.406136208050205,-0.01712391860665895
